"title","audience_score","genre","studio","runtime","mpaa_rating","rel_year","rel_month","rel_day","critics_rating","critics_score","rt_num_votes","imdb_num_votes","imdb_avg_score","budget","best_dir_win","best_actor_win","director","actor1","actor2","actor3","actor4","actor5"
"2 Guns",66,"Action & Adventure","Universal Pictures",109,"R",2013,8,2,"Fresh",64,109474,192738,6.7,6.1e+07,0,1,"Baltasar Kormákur","Denzel Washington"," Mark Wahlberg"," Paula Patton"," Bill Paxton"," Fred Ward"
"Kicking & Screaming",43,"Comedy","Universal Pictures",94,"PG",2005,5,13,"Rotten",41,70253,35628,5.6,4.5e+07,0,0,"Jesse Dylan","Will Ferrell"," Robert Duvall"," Mike Ditka"," Kate Walsh"," Musetta Vander"
"East Side Sushi",83,"Comedy","Other",90,"PG",2015,9,18,"Fresh",95,893,2843,7.1,NA,0,0,"Anthony Lucero","Diana Elizabeth Torres"," Yutaka Takeuchi"," Rodrigo Duarte Clark"," Kaya Jade Aguirre"," Roji Oyama"
"Rango",69,"Action & Adventure","Paramount Pictures",105,"PG",2011,3,4,"Certified-Fresh",88,120191,231174,7.2,1.35e+08,0,0,"Gore Verbinski","Johnny Depp"," Isla Fisher"," Abigail Breslin"," Ned Beatty"," Alfred Molina"
"The Big Squeeze",60,"Comedy","Other",107,"R",1996,9,6,"Rotten",43,80,269,5.1,NA,0,0,"Marcus De Leon","Peter Dobson"," Lara Flynn Boyle"," Luca Bercovici"," Danny Nucci"," Teresa DiSpina"
"The Hollars",59,"Comedy","Sony Pictures",88,"PG-13",2016,8,26,"Rotten",47,3827,11175,6.5,3800000,0,0,"John Krasinski","John Krasinski"," Anna Kendrick"," Richard Jenkins"," Charlie Day"," Sharlto Copley"
"Blind",42,"Drama","Vertical Entertainment",106,"R",2017,7,14,"Rotten",19,357,3436,5.8,2500000,0,0,"Michael Mailer","Alec Baldwin"," Demi Moore"," Dylan McDermott"," Eden Epstein"," Viva Bianca"
"Before the Devil Knows You're Dead",71,"Drama","ThinkFilm",116,"R",2007,11,2,"Certified-Fresh",88,86578,94917,7.3,1.8e+07,0,1,"Sidney Lumet","Philip Seymour Hoffman"," Ethan Hawke"," Marisa Tomei"," Albert Finney"," Rosemary Harris"
"Invictus",75,"Drama","Warner Bros",134,"PG-13",2009,12,11,"Certified-Fresh",77,211936,147583,7.3,6e+07,1,0,"Clint Eastwood","Morgan Freeman"," Matt Damon"," Tony Kgoroge"," Patrick Mofokeng"," Matt Stern"
"Jeepers Creepers 2",37,"Horror","MGM",104,"R",2003,8,29,"Rotten",24,357088,57297,5.6,1.7e+07,0,0,"Victor Salva","Ray Wise"," Jonathan Breck"," Garikayi Mutambirwa"," Eric Nenninger"," Nicki Lynn Aycox"
"Shark Tale",49,"Action & Adventure","Other",90,"PG",2004,10,1,"Rotten",36,682828,163930,6,7.5e+07,0,0,"Eric 'Bibo' Bergeron","Will Smith"," Robert De Niro"," Renée Zellweger"," Angelina Jolie"," Jack Black"
"Ted 2",50,"Comedy","Universal Pictures",115,"R",2015,6,26,"Rotten",45,65290,180324,6.3,6.8e+07,0,0,"Seth MacFarlane","Mark Wahlberg"," Amanda Seyfried"," Jessica Barth"," Giovanni Ribisi"," Morgan Freeman"
"Cyrus",53,"Comedy","20th Century Fox",91,"R",2010,6,18,"Certified-Fresh",80,44610,974,4.6,NA,0,0,"Jay Duplass","John C. Reilly"," Jonah Hill"," Marisa Tomei"," Catherine Keener"," Matt Walsh"
"American Splendor",86,"Art House & International","Other",100,"R",2003,8,15,"Certified-Fresh",94,44565,47048,7.4,NA,0,0,"Robert Pulcini","Paul Giamatti"," Hope Davis"," Judah Friedlander"," James Urbaniak"," Earl Billings"
"Bushwick",31,"Action & Adventure","Other",94,"NR",2017,8,25,"Rotten",48,700,9026,5.2,NA,0,0,"Cary Murnion","Brittany Snow"," Dave Bautista"," Arturo Castro"," Quincy Chad"," Angelic Zambrana"
"Colma: The Musical",69,"Comedy","Roadside Attractions",113,"R",2006,3,21,"Fresh",90,1431,430,6.4,NA,0,0,"Richard Wong","Jake Moreno"," H.P. Mendoza"," L.A. Renigen"," Sigrid Sutter"," Brian Raffi"
"All's Faire in Love",42,"Comedy","Other",115,"PG-13",2011,10,28,"Rotten",7,671,852,5,NA,0,0,"Scott Marshall","Christina Ricci"," Owen Benjamin"," Ann-Margret"," Matthew Lillard"," Cedric the Entertainer"
"The Newton Boys",44,"Action & Adventure","20th Century Fox",122,"PG-13",1998,3,27,"Fresh",63,10095,10154,6.1,2.7e+07,0,1,"Richard Linklater","Matthew McConaughey"," Skeet Ulrich"," Ethan Hawke"," Vincent D'Onofrio"," Chloe Webb"
"What Lies Beneath",58,"Drama","Other",126,"PG-13",2000,7,21,"Rotten",46,278987,116054,6.6,1e+08,1,0,"Robert Zemeckis","Michelle Pfeiffer"," Harrison Ford"," Diana Scarwid"," James Remar"," Miranda Otto"
"Tomorrow You're Gone",4,"Action & Adventure","Other",91,"NR",2013,4,5,"Rotten",7,218,1618,3.7,3500000,0,0,"David Jacobson","Stephen Dorff"," Michelle Monaghan"," Willem Dafoe"," Tara Buck"," Robert LaSardo"
"Air",24,"Mystery & Suspense","Other",95,"PG-13",2015,8,14,"Rotten",17,982,11554,5.1,NA,0,0,"Christian Cantamessa","Djimon Hounsou"," Norman Reedus"," Sandrine Holt"," David Nykl"," Paula Lindberg"
"Calvin Marshall",41,"Comedy","Other",93,"R",2010,8,20,"Fresh",60,277,658,5.9,NA,0,0,"Gary Lundgren","Alex Frost"," Steve Zahn"," Michelle Lombardo"," Jeremy Sumpter"," Cynthia Watros"
"Resolution",64,"Drama","Other",93,"NR",2013,1,25,"Fresh",85,2017,13636,6.4,NA,0,0,"Justin Benson","Peter Cilella"," Vinny Curran"," Kurt David Anderson"," Emily Montague"," Bill Oberst Jr."
"The Great Alaskan Race",NA,"Action & Adventure","Unknown",74,"PG",2019,10,25,"Rotten",20,NA,281,5.2,NA,0,0,"Brian Presley","Brad Leland"," Brian Presley"," Bruce Davison"," Will Wallace"," Henry 'Hot Shot' Thomas"
"Green Lantern",45,"Action & Adventure","Warner Bros",114,"PG-13",2011,6,17,"Rotten",26,149310,263315,5.5,2e+08,0,0,"Martin Campbell","Ryan Reynolds"," Blake Lively"," Peter Sarsgaard"," Mark Strong (II)"," Tim Robbins"
"Red State",54,"Horror","Other",89,"R",2011,9,23,"Fresh",60,15452,61377,6.2,4e+06,0,0,"Kevin Smith","Michael Parks"," Melissa Leo"," John Goodman"," Kyle Gallner"," Michael Angarano"
"Crossing Over",49,"Drama","Other",114,"R",2009,2,27,"Rotten",16,50404,22477,6.7,1.9e+07,0,0,"Wayne Kramer","Harrison Ford"," Ashley Judd"," Ray Liotta"," Sean Penn"," Summer Bishil"
"War of the Worlds",42,"Action & Adventure","Paramount Pictures",116,"PG-13",2005,6,29,"Certified-Fresh",75,32518946,409066,6.5,1.32e+08,1,0,"Steven Spielberg","Tom Cruise"," Dakota Fanning"," Justin Chatwin"," Miranda Otto"," Tim Robbins"
"Hard Target",49,"Action & Adventure","Universal Pictures",94,"R",1993,1,1,"Rotten",57,35828,43473,6.2,1.8e+07,0,0,"John Woo","Jean-Claude Van Damme"," Lance Henriksen"," Yancy Butler"," Arnold Vosloo"," Wilford Brimley"
"Life",44,"Drama","Other",112,"R",2015,12,4,"Fresh",64,2327,44729,6.8,8e+07,0,0,"Anton Corbijn","Robert Pattinson"," Dane DeHaan"," Joel Edgerton"," Ben Kingsley"," Lauren Gallagher"
"Bob Funk",23,"Comedy","Other",108,"R",2009,2,22,"Rotten",17,8322,834,5.1,NA,0,0,"Craig Carlisle","Michael Leydon Campbell"," Rachael Leigh Cook"," Grace Zabriskie"," Amy Ryan"," Eddie Jemison"
"Ice Age: Collision Course",39,"Animation","20th Century Fox",94,"PG",2016,7,22,"Rotten",18,33060,54946,5.7,1.05e+08,0,0,"Mike Thurmeier","Jessie J"," Robert Cardone"," Andrew Christopher Nichols"," Casey M. Roberts"," Lilly Singh"
"He's Way More Famous Than You",45,"Comedy","Gravitas Ventures",96,"PG-13",2013,5,10,"Rotten",40,223,703,3.7,NA,0,0,"Michael Urie","Halley Feiffer"," Ryan Spahn"," Michael Urie"," Tracee Chimo"," Ralph Macchio"
"Penelope",73,"Comedy","Summit Entertainment",90,"PG-13",2006,9,8,"Rotten",54,157030,1578,6.3,4e+06,0,0,"Mark Palansky","Christina Ricci"," James McAvoy"," Richard E. Grant"," Catherine O'Hara"," Peter Dinklage"
"Aftershock",24,"Horror","The Weinstein Company",89,"R",2013,5,10,"Rotten",38,7060,267,4.3,NA,0,0,"Nicolás López (III)","Lorenza Izzo"," Eli Roth"," Natasha Yarovenko"," Ariel Levy"," Andrea Osvárt"
"Holy Rollers",33,"Drama","Other",89,"R",2010,5,21,"Rotten",52,3176,4823,5.9,1e+06,0,0,"Kevin Asch","Jesse Eisenberg"," Justin Bartha"," Ari Graynor"," Danny A. Abeckaser"," Q-Tip"
"Carpool",39,"Comedy","Warner Bros",92,"PG",1996,8,23,"Rotten",13,8917,4429,5,1.7e+07,0,0,"Arthur Hiller","Tom Arnold"," David Paymer"," Rod Steiger"," Rhea Perlman"," Rachael Leigh Cook"
"Dog Days",76,"Comedy","Other",113,"PG",2018,8,8,"Fresh",63,578,3926,6.2,1e+07,0,0,"Ken Marino","Nina Dobrev"," Vanessa Hudgens"," Adam Pally"," Eva Longoria"," Finn Wolfhard"
"At First Sight",46,"Drama","MGM",128,"PG-13",1999,1,15,"Rotten",32,19564,12862,6,6e+07,0,0,"Irwin Winkler","Val Kilmer"," Mira Sorvino"," Kelly McGillis"," Steven Weber"," Bruce Davison"
"Beware the Gonzo",47,"Comedy","Other",94,"NR",2011,9,9,"Rotten",44,463,1564,6.3,NA,0,0,"Bryan Goluboff","Ezra Miller"," Jesse McCartney"," James Urbaniak"," Judah Friedlander"," Zoë Kravitz"
"Betsy's Wedding",40,"Comedy","Other",94,"R",1990,6,22,"Rotten",50,6859,3342,5.6,NA,0,0,"Alan Alda","Molly Ringwald"," Alan Alda"," Anthony LaPaglia"," Madeline Kahn"," Joey Bishop"
"Little Big League",53,"Comedy","Sony Pictures",119,"PG",1994,6,29,"Rotten",31,20549,9647,6.1,NA,0,0,"Andrew Scheinman","Luke Edwards"," Timothy Busfield"," John Ashton"," Ashley Crow"," Kevin Dunn"
"Black Swan",84,"Drama","20th Century Fox",108,"R",2010,12,3,"Certified-Fresh",85,178032,686153,8,1.3e+07,0,1,"Darren Aronofsky","Natalie Portman"," Mila Kunis"," Vincent Cassel"," Barbara Hershey"," Winona Ryder"
"The Cobbler",36,"Comedy","Other",99,"PG-13",2015,3,13,"Rotten",10,9475,51145,5.8,NA,0,0,"Tom McCarthy","Adam Sandler"," Method Man"," Ellen Barkin"," Dustin Hoffman"," Melonie Diaz"
"Arthur",44,"Comedy","Warner Bros",110,"PG-13",2011,4,8,"Rotten",27,45552,25455,6.9,7e+06,0,0,"Jason Winer","Russell Brand"," Helen Mirren"," Greta Gerwig"," Jennifer Garner"," Geraldine James"
"Firelight",83,"Art House & International","Miramax Pictures",103,"R",1997,9,14,"Rotten",50,2888,314,5.7,400,0,0,"William Nicholson","Sophie Marceau"," Stephen Dillane"," Dominique Belcourt"," Kevin Anderson"," Lia Williams"
"Kid Cannabis",64,"Drama","Other",110,"NR",2014,4,18,"Fresh",71,1142,9344,6.4,5e+06,0,0,"John Stockwell","Jonathan Brown"," Kenny Wormald"," Ron Perlman"," Aaron Yoo"," John C. McGinley"
"Dunston Checks In",40,"Comedy","20th Century Fox",88,"PG",1996,1,12,"Rotten",12,46060,11743,5.4,NA,0,0,"Ken Kwapis","Jason Alexander"," Faye Dunaway"," Joe Mantegna"," Eric Lloyd"," Lara Flynn Boyle"
"Project Almanac",45,"Mystery & Suspense","Paramount Pictures",106,"PG-13",2015,1,30,"Rotten",36,28760,74937,6.4,1.2e+07,0,0,"Dean Israelite","Jonny Weston"," Sofia Black-D'Elia"," Amy Landecker"," Katie Garfield"," Michelle DeFraites"
"Deep Cover",77,"Action & Adventure","Warner Bros",108,"R",1992,4,15,"Fresh",82,8512,8660,6.9,8e+06,0,0,"Bill Duke","Laurence Fishburne"," Jeff Goldblum"," Victoria Dillard"," Charles Martin Smith"," Clarence Williams III"
"Star Kid",36,"Kids & Family","Trimark",101,"PG",1997,6,1,"Rotten",43,5083,2465,5.3,1.2e+07,0,0,"Manny Coto","Joseph Mazzello"," Joey Simmrin"," Alex Daniels"," Joseph Simmrin"," Arthur Burghardt"
"The Nice Guys",79,"Comedy","Warner Bros",116,"R",2016,5,20,"Certified-Fresh",92,56220,270133,7.4,5e+07,0,1,"Shane Black","Russell Crowe"," Ryan Gosling"," Angourie Rice"," Margaret Qualley"," Yaya DaCosta"
"She's Out of My League",59,"Comedy","Paramount Pictures",106,"R",2010,3,12,"Rotten",58,106277,124762,6.4,2e+07,0,0,"Jim Field Smith","Jay Baruchel"," Alice Eve"," T.J. Miller"," Mike Vogel"," Nate Torrence"
"Transformers: Revenge of the Fallen",57,"Action & Adventure","Paramount Pictures",149,"PG-13",2009,6,24,"Rotten",20,4081606,379328,6,2e+08,0,0,"Michael Bay","Shia LaBeouf"," Megan Fox"," Josh Duhamel"," Tyrese Gibson"," John Turturro"
"Marfa Girl",32,"Drama","Other",105,"NR",2015,3,27,"Rotten",27,126,1408,5.3,2e+06,0,0,"Larry Clark","Adam Mediano"," Mercedes Maxwell"," Indigo Rael"," Drake Burnette"," Mary Farley"
"Mr. Destiny",55,"Comedy","Touchstone Pictures",111,"PG-13",1990,10,12,"Rotten",38,9089,11385,6.4,2e+07,0,0,"James Orr","Jim Belushi"," Linda Hamilton"," Michael Caine"," Jon Lovitz"," Hart Bochner"
"Dumb and Dumberer: When Harry Met Lloyd",23,"Comedy","New Line Cinema",85,"PG-13",2003,6,13,"Rotten",10,258935,36849,3.4,1.9e+07,0,0,"Troy Miller","Eric Christian Olsen"," Derek Richardson"," Rachel Nichols"," Cheri Oteri"," Luis Guzman"
"Hangin' with the Homeboys",68,"Comedy","New Line Cinema",89,"R",1991,5,24,"Fresh",83,1335,1305,7,1900000,0,0,"Joseph B. Vasquez","Doug E. Doug"," Mario Joyner"," John Leguizamo"," Nestor Serrano"," Kimberly Russell"
"The Quiet American",72,"Drama","Miramax Pictures",101,"R",2003,2,7,"Certified-Fresh",87,10685,1637,6.8,NA,0,0,"Phillip Noyce","Michael Caine"," Brendan Fraser"," Do Thi Hai Yen"," Do Hai Yen"," Rade Serbedzija"
"Gerald's Game",71,"Drama","Netflix",103,"NR",2017,9,29,"Certified-Fresh",91,3730,84184,6.6,NA,0,0,"Mike Flanagan","Carla Gugino"," Bruce Greenwood"," Henry Thomas"," Chiara Aurelia"," Carel Struycken"
"Delirious",39,"Comedy","MGM",96,"PG",1991,8,9,"Rotten",44,3019,7605,5.9,1.8e+07,0,0,"Tom Mankiewicz","John Candy"," Mariel Hemingway"," Emma Samms"," Raymond Burr"," Dylan Baker"
"The Fast and the Furious",74,"Action & Adventure","Universal Pictures",107,"PG-13",2001,6,22,"Rotten",53,1044116,1169,5.4,66000,0,0,"Rob Cohen","Paul Walker"," Vin Diesel"," Michelle Rodriguez"," Jordana Brewster"," Rick Yune"
"Life or Something Like It",44,"Comedy","20th Century Fox",103,"PG-13",2002,4,26,"Rotten",28,44496,22866,5.8,4e+07,0,0,"Stephen Herek","Angelina Jolie"," Edward Burns"," Tony Shalhoub"," Christian Kane"," Melissa Errico"
"What to Expect When You're Expecting",47,"Comedy","Lionsgate Entertainment",110,"PG-13",2012,5,18,"Rotten",22,189606,68847,5.7,4e+07,0,0,"Kirk Jones","Cameron Diaz"," Matthew Morrison"," Jennifer Lopez"," Elizabeth Banks"," Anna Kendrick"
"Ghostlight",NA,"Comedy","Other",80,"NR",2004,6,23,"Fresh",63,NA,117,3.9,NA,0,0,"Christopher Herrmann","Richard Move"," Ann Magnuson"," Isaac Mizrahi"," Erick Kastel"," Mark Morris"
"The Hungry Ghosts",62,"Drama","Other",105,"R",2010,10,1,"Rotten",14,48,168,5.1,NA,0,0,"Michael Imperioli","Steve Schirripa"," Aunjanue Ellis"," Nick Sandow"," Sharon Angela"," Emory Cohen"
"Deceiver",58,"Drama","MGM",102,"R",1998,1,30,"Rotten",48,2400,5970,6.7,NA,0,0,"Jonas Pate","Tim Roth"," Chris Penn"," Michael Rooker"," Renée Zellweger"," Ellen Burstyn"
"Pirates of the Caribbean: Dead Man's Chest",72,"Action & Adventure","Buena Vista",151,"PG-13",2006,7,7,"Rotten",53,1847651,644330,7.3,2.25e+08,0,0,"Gore Verbinski","Johnny Depp"," Orlando Bloom"," Keira Knightley"," Jack Davenport"," Bill Nighy"
"Atlas Shrugged: Part I",69,"Drama","Other",102,"PG-13",2011,4,15,"Rotten",12,16985,12980,5.6,2e+07,0,0,"Paul Johansson","Taylor Schilling"," Grant  Bowler"," Matthew Marsden"," Edi Gathegi"," Paul Johansson"
"Edmond",45,"Drama","Other",82,"R",2005,8,31,"Rotten",47,50076,11200,6.2,1e+07,0,0,"Stuart Gordon","William H. Macy"," Jeffrey Combs"," Julia Stiles"," Joe Mantegna"," Bai Ling"
"Far North",47,"Drama","Other",89,"R",2008,4,8,"Fresh",83,929,603,4.9,NA,0,0,"Asif Kapadia","Sean Bean"," Michelle Krusiec"," Michelle Yeoh",NA,NA
"Porno",34,"Comedy","Other",98,"NR",2020,4,10,"Certified-Fresh",81,47,123,5.2,2e+05,0,0,"Keola Racela","Bill Phillips"," Katelyn Pearce"," Peter Reznikoff"," Robbie Tann",NA
"The Heartbreak Kid",37,"Comedy","Paramount Pictures",118,"R",2007,10,5,"Rotten",28,315366,3874,6.9,NA,0,0,"Peter Farrelly","Ben Stiller"," Michelle Monaghan"," Jerry Stiller"," Malin Akerman"," Carlos Mencia"
"Impractical Jokers: The Movie",76,"Comedy","Other",93,"PG-13",2020,2,21,"Rotten",35,2274,4105,5.9,3e+06,0,0,"Chris Henchy","Joe Gatto"," James Murray"," Brian Quinn"," Sal Vulcano"," Paula Abdul"
"The Public",79,"Drama","Universal Pictures",119,"PG-13",2019,4,5,"Fresh",65,219,2935,6.6,NA,0,0,"Emilio Estevez","Alec Baldwin"," Emilio Estevez"," Jena Malone"," Taylor Schilling"," Christian Slater"
"Robin Hood",41,"Action & Adventure","Summit Entertainment",118,"PG-13",2018,11,21,"Rotten",15,3583,1971,7.2,1500000,0,0,"Otto Bathurst","Taron Egerton"," Eve Hewson"," Jamie Foxx"," Jamie Dornan"," Ben Mendelsohn"
"In Dubious Battle",38,"Drama","Other",114,"R",2017,2,17,"Rotten",30,316,3588,6.1,1.5e+07,0,0,"James Franco","James Franco"," Nat Wolff"," Vincent D'Onofrio"," Selena Gomez"," Ed Harris"
"Truth or Consequences, N.M.",46,"Action & Adventure","Sony Pictures",106,"R",1997,5,2,"Rotten",38,4270,4602,6.3,NA,0,0,"Kiefer Sutherland","Vincent Gallo"," Mykelti Williamson"," Kiefer Sutherland"," Kevin Pollak"," Kim Dickens"
"Factory Girl",60,"Drama","MGM",90,"R",2007,2,9,"Rotten",20,77177,20584,6.5,7e+06,0,0,"George Hickenlooper","Sienna Miller"," Guy Pearce"," Hayden Christensen"," Jimmy Fallon"," Peter Bogdanovich"
"The Condemned",64,"Art House & International","Strand Releasing",104,"NR",2013,3,1,"Rotten",0,120,49837,6,NA,0,0,"Roberto Busó-García","Cristina Rodlo"," René Monclova"," Luz Odilea Font"," Rocky Venegas"," Axel Anderson"
"Poultrygeist: Night of the Chicken Dead",65,"Comedy","Other",103,"NR",2006,12,29,"Fresh",65,4021,7610,6.1,5e+05,0,0,"Lloyd Kaufman","Jason Yachanin"," Kate Graham"," Allyson Sereboff"," Robin L. Watkins"," Joshua Olatunde"
"The Gravedancers",45,"Horror","Lionsgate Entertainment",95,"R",2006,11,18,"Fresh",100,7715,9181,5.5,NA,0,0,"Mike Mendez","Dominic Purcell"," Josie Maran"," Clare Kramer"," Marcus Thomas"," Tcheky Karyo"
"Funny About Love",14,"Comedy","Paramount Pictures",101,"PG-13",1990,9,21,"Rotten",0,1518,1255,5,NA,0,0,"Leonard Nimoy","Gene Wilder"," Christine Lahti"," Mary Stuart Masterson"," Robert Prosky"," Stephen Tobolowsky"
"Puccini for Beginners",45,"Art House & International","Strand Releasing",82,"NR",2007,2,2,"Rotten",50,706,2312,6,NA,0,0,"Maria Maggenti","Justin Kirk"," Gretchen Mol"," Julianne Nicholson"," Elizabeth Reaser"," Jennifer Dundas"
"The Rocker",46,"Comedy","20th Century Fox",102,"PG-13",2008,6,12,"Rotten",41,44190,36404,6.2,1.5e+07,0,0,"Peter Cattaneo","Lonny Ross"," Rainn Wilson"," Christina Applegate"," Josh Gad"," Teddy Geiger"
"Last Shift",51,"Horror","Other",90,"R",2015,10,6,"Fresh",100,1128,16386,5.8,NA,0,0,"Anthony DiBlasi","Juliana Harkavy"," Joshua Mikel"," Natalie Victoria"," Mary Lankford"," J LaRose"
"King Ralph",27,"Comedy","Universal Pictures",97,"PG",1991,2,15,"Rotten",27,19607,14949,5.3,NA,0,0,"David S. Ward","John Goodman"," Peter O'Toole"," John Hurt"," Camille Coduri"," Richard Griffiths"
"Brake",40,"Action & Adventure","IFC Films",92,"R",2012,3,23,"Rotten",44,1210,11323,6.1,5e+05,0,0,"Gabe Torres","Stephen Dorff"," Chyler Leigh"," JR Bourne"," Tom Berenger"," Bobby Tomberlin"
"Barry Munday",36,"Comedy","Magnolia Pictures",98,"R",2010,10,1,"Rotten",47,2419,3951,5.9,NA,0,0,"Chris D'Arienzo","Patrick Wilson"," Judy Greer"," Chloë Sevigny"," Jean Smart"," Malcolm McDowell"
"When in Rome",41,"Comedy","Walt Disney Studios",91,"PG-13",2010,1,29,"Rotten",17,157978,240,6.6,1313000,0,0,"Mark Steven Johnson","Kristen Bell"," Josh Duhamel"," Anjelica Huston"," Danny DeVito"," Will Arnett"
"Transamerica",83,"Comedy","Other",103,"R",2006,1,20,"Certified-Fresh",77,68052,40011,7.4,1e+06,0,0,"Duncan Tucker","Felicity Huffman"," Kevin Zegers"," Fionnula Flanagan"," Graham Greene (II)"," Elizabeth Peña"
"She's Just a Shadow",40,"Drama","Other",117,"NR",2019,7,19,"Rotten",17,5,167,3.9,NA,0,0,"Adam Sherman","Haruka Abe"," Kentez Asaka"," Mercedes Maxwell"," Tao Okamoto",NA
"Tracers",37,"Action & Adventure","Lionsgate Entertainment",94,"PG-13",2015,3,20,"Rotten",24,5182,18264,5.6,1.1e+07,0,0,"Daniel Benmayor","Taylor Lautner"," Marie Avgeropoulos"," Rafi Gavron"," Adam Rayner"," Sam Medina"
"Fanboys",57,"Action & Adventure","Other",90,"PG-13",2008,7,31,"Rotten",32,69167,55643,6.6,3900000,0,0,"Kyle Newman","Sam Huntington"," Jay Baruchel"," Dan Fogler"," Kristen Bell"," Jaime King"
"Absence",29,"Drama","Other",82,"NR",2013,7,5,"Rotten",22,244,768,4.1,NA,0,0,"Jimmy Loweree","Erin Way"," Eric Matheny"," Ryan Smale"," Tamra Meskimen"," David Paladino"
"Reach Me",48,"Drama","Other",95,"PG-13",2014,11,21,"Rotten",4,559,2506,4.9,5e+06,0,0,"John Herzfeld","Kyra Sedgwick"," Danny Aiello"," Cary Elwes"," Kevin Connolly"," Sylvester Stallone"
"Unstoppable",72,"Action & Adventure","20th Century Fox",94,"PG-13",2010,11,12,"Certified-Fresh",87,104686,181877,6.8,1e+08,0,1,"Tony Scott","Denzel Washington"," Chris Pine"," Rosario Dawson"," Ethan Suplee"," Kevin Dunn"
"Project X",61,"Comedy","Warner Bros",88,"R",2012,3,2,"Rotten",28,95313,417,5.4,NA,0,0,"Nima Nourizadeh","Thomas Mann"," Oliver Cooper"," Dax Flame"," Jonathan Brown"," Kirby Bliss Blanton"
"Jamie Marks Is Dead",45,"Drama","Gravitas Ventures",101,"NR",2014,8,29,"Rotten",59,436,2216,5.5,2200000,0,0,"Carter Smith","Cameron Monaghan"," Noah Silver"," Morgan Saylor"," Madisen Beaty"," Judy Greer"
"Operator",60,"Comedy","The Orchard",87,"NR",2016,11,8,"Fresh",100,426,1894,4.3,NA,0,0,"","Martin Starr"," Mae Whitman"," Retta"," Nat Faxon"," Cameron Esposito"
"Karla",37,"Drama","Other",102,"R",2006,1,20,"Rotten",0,4082,5648,5.5,5e+06,0,0,"Joel Bender","Laura Prepon"," Misha Collins"," Tess Harper"," Patrick Bauchau"," Leornard Kelly-Young"
"Ringmaster",18,"Comedy","Artisan Entertainment",90,"R",1998,11,25,"Rotten",21,3906,4798,3.2,2e+07,0,0,"Neil Abramson","Jerry Springer"," Jaime Pressly"," William McNamara"," Molly Hagan"," Wendy Raquel Robinson"
"Radio",79,"Drama","Sony Pictures",109,"PG",2003,10,24,"Rotten",35,171037,37674,6.9,3.5e+07,0,0,"Mike Tollin","Cuba Gooding Jr."," Ed Harris"," Alfre Woodard"," S. Epatha Merkerson"," Brent Sexton"
"Mrs. Doubtfire",77,"Comedy","20th Century Fox",125,"PG-13",1993,11,24,"Fresh",71,1029342,239445,7,2.5e+07,0,0,"Chris Columbus","Robin Williams"," Sally Field"," Pierce Brosnan"," Harvey Fierstein"," Polly Holliday"
"Gas Food Lodging",74,"Drama","Sony Pictures",100,"R",1992,7,10,"Fresh",81,2362,3407,6.7,NA,0,0,"Allison Anders","Brooke Adams"," Ione Skye"," Fairuza Balk"," James Brolin"," Robert Knepper"
"Is That a Gun in Your Pocket?",92,"Comedy","Other",97,"R",2016,9,16,"Rotten",0,379,1717,5.3,NA,0,0,"Matt Cooper","Andrea Anders"," Matt Passmore"," Katherine McNamara"," Cloris Leachman"," Horatio Sanz"
"Toys",39,"Action & Adventure","20th Century Fox",121,"PG-13",1992,12,18,"Rotten",30,56883,30054,5.1,4.3e+07,1,0,"Barry Levinson","Robin Williams"," Michael Gambon"," Joan Cusack"," Robin Wright"," LL Cool J"
"Dolphin Tale 2",72,"Drama","Warner Bros",107,"PG",2014,9,12,"Fresh",66,28066,8175,6.4,3.6e+07,0,0,"Charles Martin Smith","Harry Connick Jr."," Ashley Judd"," Nathan Gamble"," Morgan Freeman"," Kris Kristofferson"
